lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
IXI223-Guys-0830	2297.0	1592.0	5443.0	2636.0	2014.0	9412.0	10168.0	11582.0	2587.0	11433.0	7404.0	6659.0	5100.0	12649.0	1925.0	3124.0	5709.0	2434.0	4298.0	1903.0	9587.0	2615.0	10475.0	8710.0	2526.0	14814.0	19668.0	12902.0	13111.0	12254.0	791.0	2153.0	1031.0	6172.0	1193540.0	1622751.46936
IXI224-Guys-0823	1907.0	1688.0	6331.0	2917.0	1719.0	10070.0	10579.0	10004.0	2326.0	12160.0	7121.0	5684.0	4763.0	9302.0	1918.0	3640.0	4530.0	2289.0	3255.0	1768.0	8129.0	2940.0	12169.0	8492.0	2463.0	12866.0	22160.0	13315.0	10671.0	9689.0	876.0	2426.0	1028.0	5950.0	1074538.0	1431121.48946
IXI225-Guys-0832	1752.0	1187.0	5245.0	2187.0	1539.0	6627.0	10057.0	8487.0	1899.0	9511.0	6065.0	5357.0	4145.0	9633.0	1469.0	2622.0	3382.0	2233.0	2849.0	1280.0	6991.0	2406.0	10726.0	7448.0	3044.0	12064.0	18601.0	11924.0	9841.0	8274.0	857.0	1984.0	830.0	5564.0	995780.0	1411184.86961
IXI226-HH-1618	2755.0	1663.0	6237.0	2391.0	1791.0	6695.0	10261.0	9349.0	2174.0	8765.0	7192.0	6064.0	4944.0	9533.0	1972.0	2571.0	4778.0	1776.0	3249.0	1832.0	7721.0	2761.0	10587.0	8733.0	2384.0	12886.0	19008.0	12570.0	10404.0	10240.0	1198.0	1874.0	974.0	6655.0	1111551.0	1543883.67842
IXI227-Guys-0813	2118.0	1154.0	3623.0	2233.0	1726.0	8164.0	10348.0	9571.0	1948.0	10519.0	5806.0	4390.0	3914.0	9220.0	1687.0	2909.0	3485.0	1834.0	2526.0	1208.0	6768.0	2432.0	10329.0	7481.0	1288.0	11011.0	17222.0	10176.0	10842.0	9011.0	720.0	2441.0	806.0	5922.0	944705.0	1352259.03035
IXI228-Guys-0822	2473.0	1488.0	5135.0	2793.0	2391.0	8074.0	10121.0	9649.0	1771.0	11846.0	6471.0	6281.0	4541.0	8002.0	2096.0	2968.0	3230.0	1765.0	2748.0	1804.0	9355.0	2310.0	11791.0	7366.0	1941.0	11699.0	19694.0	9430.0	10677.0	9321.0	854.0	2245.0	915.0	5332.0	1002673.0	1411467.03462
IXI229-Guys-0980	2669.0	1481.0	6388.0	3371.0	2378.0	11320.0	13111.0	10537.0	2223.0	10931.0	6996.0	6746.0	5457.0	10578.0	2220.0	2554.0	4056.0	2421.0	2798.0	2661.0	10892.0	3069.0	13052.0	10040.0	2158.0	15659.0	20623.0	13909.0	11276.0	11472.0	933.0	3232.0	801.0	6763.0	1193413.0	1611028.48443
IXI230-IOP-0869	2319.0	1344.0	6468.0	2392.0	1536.0	9044.0	10386.0	9607.0	2628.0	10070.0	6288.0	3997.0	4489.0	8967.0	2548.0	3114.0	3980.0	2037.0	3247.0	1322.0	8000.0	2669.0	11234.0	7148.0	1370.0	10961.0	19682.0	11141.0	11935.0	11766.0	884.0	1825.0	1124.0	6817.0	999845.0	1316940.60872
IXI231-IOP-0866	1943.0	1075.0	6866.0	2747.0	1531.0	8916.0	11341.0	9358.0	2313.0	12183.0	6357.0	6221.0	5027.0	9256.0	1811.0	3044.0	3259.0	1869.0	2469.0	1789.0	9037.0	2421.0	13124.0	8239.0	1866.0	13032.0	20520.0	13744.0	11329.0	9453.0	883.0	1778.0	1047.0	5435.0	1075051.0	1473057.98428
IXI232-IOP-0898	2614.0	1396.0	5141.0	2504.0	1457.0	9832.0	11296.0	11713.0	2151.0	10225.0	6570.0	5571.0	4715.0	10204.0	1629.0	2809.0	4910.0	2439.0	3918.0	1318.0	8328.0	2680.0	10674.0	8206.0	1546.0	15276.0	21562.0	11262.0	11598.0	11143.0	1039.0	1992.0	1265.0	6502.0	1054055.0	1433432.64241
IXI233-IOP-0875	2497.0	1302.0	5244.0	1834.0	1147.0	6961.0	11687.0	8756.0	1957.0	8509.0	5645.0	4397.0	3895.0	9782.0	1827.0	2171.0	3779.0	1850.0	3350.0	1111.0	7649.0	2245.0	9946.0	7272.0	1964.0	10779.0	16852.0	10485.0	10494.0	7466.0	1042.0	1324.0	960.0	5702.0	916582.0	1250591.07875
IXI234-IOP-0870	2186.0	1657.0	6145.0	2809.0	1090.0	8969.0	10433.0	11616.0	2350.0	11681.0	6993.0	6427.0	5321.0	11296.0	1705.0	2697.0	3786.0	2618.0	3138.0	1936.0	7869.0	2761.0	11337.0	8372.0	2517.0	15395.0	19024.0	11712.0	13250.0	10448.0	1131.0	2692.0	1113.0	6537.0	1071733.0	1409827.42459
IXI236-Guys-0817	2347.0	1689.0	6693.0	2987.0	1579.0	8960.0	12712.0	10584.0	2631.0	12193.0	8621.0	6648.0	5062.0	12999.0	2017.0	4007.0	6358.0	2102.0	4208.0	1749.0	10354.0	3089.0	16147.0	10758.0	2640.0	15035.0	25128.0	13915.0	12460.0	15324.0	846.0	2156.0	1374.0	6805.0	1250661.0	1676105.12415
IXI237-Guys-1049	1737.0	1835.0	3167.0	1748.0	1689.0	6366.0	7855.0	7814.0	1519.0	7873.0	5264.0	3372.0	3250.0	7682.0	1528.0	2259.0	2786.0	1646.0	1976.0	1147.0	6657.0	2146.0	7953.0	5979.0	1946.0	9342.0	15238.0	8520.0	8854.0	6598.0	598.0	1598.0	693.0	5231.0	862323.0	1202218.38538
IXI238-IOP-0883	2450.0	869.0	5749.0	2409.0	1478.0	8644.0	12450.0	9285.0	2553.0	9503.0	6859.0	6516.0	4367.0	11634.0	1629.0	2429.0	4403.0	2751.0	3697.0	1488.0	7958.0	2598.0	11590.0	9326.0	1815.0	11768.0	17083.0	13044.0	10473.0	10209.0	876.0	1818.0	1039.0	5826.0	1040576.0	1485005.5101
IXI239-HH-2296	2681.0	1383.0	5827.0	1983.0	2147.0	8172.0	11045.0	8329.0	1795.0	8895.0	6683.0	3914.0	4366.0	10408.0	1889.0	2718.0	3270.0	1953.0	2510.0	1593.0	7764.0	2107.0	11374.0	6899.0	2168.0	11445.0	16903.0	8481.0	9999.0	9728.0	823.0	2369.0	1075.0	7159.0	948673.0	1451391.49781
IXI240-Guys-0834	2009.0	1615.0	5158.0	2671.0	1859.0	8705.0	10232.0	9560.0	2287.0	12203.0	6393.0	5591.0	3993.0	11218.0	1818.0	3378.0	4644.0	2107.0	3304.0	1572.0	8474.0	2888.0	13686.0	8350.0	2237.0	12781.0	20321.0	9292.0	10243.0	9667.0	871.0	2082.0	1021.0	6345.0	1051066.0	1505071.48135
IXI241-Guys-0833	2204.0	2100.0	8150.0	3861.0	2283.0	10973.0	10638.0	13894.0	2690.0	13492.0	9452.0	6598.0	5965.0	12639.0	2537.0	4522.0	5794.0	2797.0	4656.0	2541.0	10189.0	3017.0	15815.0	10090.0	3571.0	18018.0	27825.0	13639.0	12835.0	12246.0	860.0	2741.0	1598.0	7668.0	1330559.0	1846355.16861
IXI242-HH-1722	2353.0	1384.0	5667.0	2458.0	2391.0	9806.0	11425.0	10840.0	1717.0	10638.0	7246.0	4755.0	5237.0	10344.0	2190.0	3334.0	4640.0	2635.0	3483.0	1576.0	9432.0	2628.0	12507.0	7469.0	2626.0	12969.0	21835.0	9078.0	12524.0	9862.0	992.0	2631.0	1000.0	6662.0	1081780.0	1435539.89107
IXI244-Guys-0841	2118.0	1293.0	5877.0	2334.0	1782.0	7995.0	10641.0	8364.0	1691.0	9979.0	6909.0	5642.0	4775.0	8959.0	1655.0	2738.0	3199.0	2494.0	3341.0	1469.0	7712.0	2658.0	11276.0	7570.0	3027.0	13681.0	21414.0	11291.0	9332.0	7174.0	867.0	1992.0	917.0	5731.0	973367.0	1381399.57537
IXI246-Guys-0840	2273.0	1322.0	5855.0	2355.0	1767.0	9615.0	8273.0	10262.0	2163.0	10362.0	6800.0	4817.0	4537.0	10733.0	1851.0	2537.0	4788.0	2435.0	4028.0	1315.0	7403.0	2752.0	8624.0	7776.0	2518.0	15212.0	18087.0	11741.0	11825.0	9344.0	920.0	2291.0	1005.0	5853.0	1088065.0	1461011.40104
IXI247-Guys-0838	2543.0	1269.0	5882.0	2856.0	1875.0	9092.0	12566.0	10810.0	2455.0	12686.0	7829.0	6892.0	5617.0	11635.0	2097.0	3337.0	5851.0	2346.0	3937.0	1744.0	9081.0	2954.0	12778.0	8731.0	2940.0	16008.0	22845.0	11640.0	12291.0	8636.0	874.0	2836.0	1012.0	6973.0	1110152.0	1504748.43799
IXI248-HH-1972	1703.0	1596.0	5572.0	2370.0	1845.0	7594.0	9665.0	8352.0	2479.0	8332.0	6380.0	5203.0	4174.0	9563.0	1968.0	2706.0	3843.0	1977.0	2962.0	1676.0	6439.0	2222.0	10603.0	7548.0	1749.0	13856.0	18246.0	11191.0	11466.0	7541.0	570.0	2163.0	772.0	5595.0	988230.0	1314875.41807
IXI249-Guys-1072	1603.0	1376.0	4611.0	1653.0	2557.0	7237.0	9807.0	10327.0	2011.0	8393.0	6412.0	4881.0	4395.0	8708.0	2038.0	2867.0	3294.0	2139.0	2652.0	1249.0	6843.0	2750.0	10624.0	7823.0	2053.0	10907.0	16863.0	10340.0	9026.0	8058.0	828.0	2670.0	947.0	5552.0	930152.0	1351735.55649
IXI250-Guys-0836	2173.0	1295.0	6230.0	2275.0	1514.0	7474.0	13204.0	10819.0	2563.0	9848.0	6873.0	5321.0	3892.0	8991.0	1321.0	3553.0	4438.0	2055.0	3409.0	1404.0	9199.0	2172.0	10901.0	8283.0	2432.0	13281.0	21259.0	13036.0	11866.0	10324.0	560.0	1929.0	1123.0	6558.0	1110722.0	1579450.88623
IXI251-Guys-1055	2463.0	1789.0	4116.0	2390.0	1861.0	8448.0	9339.0	9861.0	1859.0	10403.0	6134.0	4884.0	3991.0	9148.0	1753.0	2453.0	3035.0	2021.0	2804.0	1691.0	7073.0	2391.0	10269.0	7956.0	2069.0	11895.0	16846.0	9947.0	9976.0	10455.0	881.0	2466.0	854.0	5686.0	925847.0	1380432.80214
IXI252-HH-1693	1817.0	2002.0	5242.0	2122.0	923.0	8394.0	9867.0	7378.0	1774.0	8452.0	5316.0	4646.0	3625.0	7793.0	1527.0	2559.0	3386.0	1812.0	2811.0	1354.0	6206.0	2125.0	9427.0	7200.0	2079.0	12775.0	16464.0	10825.0	10415.0	8105.0	713.0	2297.0	782.0	5700.0	950931.0	1396535.45399
IXI253-HH-1694	3981.0	2697.0	7350.0	3332.0	2034.0	10150.0	13706.0	10749.0	3023.0	12186.0	8779.0	6668.0	5657.0	12197.0	2229.0	4064.0	5874.0	3304.0	5447.0	2112.0	11921.0	3637.0	15013.0	11842.0	3559.0	18286.0	25198.0	14527.0	16227.0	15021.0	972.0	3391.0	1778.0	9857.0	1211280.0	1680442.59574
IXI254-HH-1705	2073.0	1821.0	6052.0	2802.0	1605.0	11689.0	12096.0	10453.0	1888.0	11926.0	7134.0	5098.0	4450.0	9253.0	1997.0	3153.0	4724.0	2083.0	3095.0	1957.0	7986.0	2618.0	12569.0	8675.0	2503.0	14323.0	21991.0	12376.0	12722.0	11075.0	950.0	2821.0	1272.0	7326.0	1091443.0	1540067.45696
IXI255-HH-1882	2124.0	1923.0	5064.0	2099.0	2370.0	6432.0	10501.0	7839.0	1917.0	9726.0	7490.0	5032.0	4269.0	9769.0	2412.0	3166.0	4353.0	2014.0	3714.0	1403.0	7410.0	2461.0	10616.0	7902.0	2316.0	13630.0	18979.0	11680.0	11130.0	9127.0	902.0	2349.0	1081.0	7105.0	1019492.0	1499211.13189
IXI256-HH-1723	2876.0	1466.0	6285.0	3418.0	1993.0	10478.0	14327.0	12525.0	2553.0	11829.0	7472.0	5840.0	5200.0	13067.0	2631.0	3360.0	6601.0	2961.0	5293.0	1778.0	9892.0	3759.0	13260.0	11181.0	2351.0	17685.0	29126.0	14625.0	16714.0	10831.0	898.0	2144.0	1407.0	8657.0	1403519.0	1776067.92448
IXI257-HH-1724	1928.0	1355.0	4446.0	2076.0	2311.0	8983.0	10169.0	9081.0	2050.0	9368.0	5602.0	3559.0	3481.0	8768.0	2056.0	2646.0	3224.0	2266.0	3168.0	1405.0	6890.0	1950.0	10054.0	6923.0	1945.0	10646.0	15524.0	10487.0	9326.0	7451.0	547.0	2849.0	661.0	6121.0	937579.0	1410694.42705
IXI258-HH-1769	2443.0	2003.0	6482.0	2765.0	1899.0	7165.0	11075.0	10225.0	2364.0	10895.0	8243.0	3726.0	4936.0	9537.0	1752.0	2993.0	5522.0	2740.0	4219.0	1570.0	8033.0	3195.0	11837.0	8882.0	2977.0	16794.0	20471.0	12107.0	9617.0	10486.0	1066.0	3241.0	906.0	6776.0	1045022.0	1438260.68259
IXI259-HH-1804	1841.0	1457.0	5553.0	2295.0	1738.0	7123.0	9635.0	8158.0	1899.0	8875.0	5226.0	5094.0	3932.0	7984.0	1760.0	3048.0	4182.0	1565.0	2750.0	1523.0	6992.0	2367.0	10384.0	7037.0	2141.0	10695.0	17319.0	10662.0	9962.0	9296.0	736.0	2422.0	900.0	5003.0	875268.0	1201278.08618
IXI260-HH-1805	1909.0	1608.0	6656.0	2697.0	1951.0	8301.0	8667.0	9120.0	2038.0	9019.0	7497.0	5151.0	4454.0	9026.0	1582.0	3693.0	4502.0	2350.0	3271.0	1632.0	8281.0	2926.0	12446.0	6999.0	2514.0	13604.0	20938.0	10207.0	11629.0	10233.0	811.0	2393.0	1097.0	6558.0	1113204.0	1588136.65334
IXI261-HH-1704	2559.0	1383.0	6687.0	3799.0	2542.0	7183.0	10867.0	10332.0	2243.0	11012.0	7705.0	6045.0	4434.0	10099.0	1613.0	2937.0	4769.0	2412.0	3553.0	2096.0	9184.0	1875.0	14902.0	7547.0	2801.0	13607.0	20535.0	12665.0	11054.0	10200.0	729.0	2050.0	1027.0	6768.0	1076274.0	1534411.57609
IXI262-HH-1861	2479.0	1398.0	5222.0	3382.0	2374.0	10001.0	13991.0	11355.0	3101.0	11011.0	7954.0	5608.0	4855.0	11383.0	2233.0	3328.0	5682.0	1913.0	4967.0	2216.0	10040.0	3146.0	14230.0	9688.0	2414.0	15533.0	26141.0	12692.0	12402.0	10446.0	983.0	2699.0	1467.0	7280.0	1167320.0	1598866.48016
IXI263-HH-1684	1827.0	1314.0	7276.0	2146.0	1762.0	8430.0	10801.0	11301.0	2252.0	9772.0	7653.0	4410.0	4538.0	10756.0	1901.0	3512.0	4924.0	2619.0	4041.0	1678.0	7869.0	3062.0	13746.0	8122.0	2875.0	15154.0	20065.0	12830.0	12376.0	11579.0	860.0	2521.0	958.0	6875.0	1099124.0	1550267.57286
IXI264-Guys-0854	2589.0	1374.0	4610.0	2134.0	1989.0	7279.0	11067.0	9591.0	2120.0	8274.0	6663.0	5263.0	4730.0	9329.0	2068.0	2847.0	3645.0	2376.0	2799.0	1840.0	6862.0	2529.0	8873.0	7671.0	2124.0	15536.0	19252.0	11106.0	11462.0	9826.0	902.0	2179.0	833.0	5010.0	1052967.0	1382134.92523
IXI265-Guys-0845	2255.0	2838.0	7129.0	2564.0	1854.0	9957.0	12933.0	10654.0	2004.0	12662.0	7776.0	5092.0	4475.0	10319.0	2706.0	3534.0	4493.0	2257.0	3903.0	1502.0	8935.0	3635.0	9763.0	9889.0	3075.0	18235.0	22402.0	14847.0	12633.0	9134.0	1027.0	2865.0	927.0	6959.0	1215019.0	1593970.06732
IXI266-Guys-0853	2110.0	897.0	5659.0	3217.0	2017.0	7593.0	10309.0	9521.0	2402.0	10152.0	6650.0	7107.0	4141.0	9978.0	1621.0	2628.0	4000.0	2179.0	2866.0	2429.0	7287.0	2585.0	9979.0	7963.0	1696.0	13072.0	18808.0	10963.0	9576.0	9353.0	861.0	2294.0	1015.0	5752.0	1019024.0	1268523.32205
IXI267-HH-1772	2223.0	2225.0	5666.0	2356.0	1758.0	9291.0	12888.0	12870.0	2658.0	8600.0	8290.0	3697.0	6118.0	12778.0	1754.0	3838.0	4556.0	3089.0	2927.0	1364.0	9604.0	3940.0	12660.0	11012.0	3311.0	16808.0	24026.0	14674.0	15028.0	12429.0	947.0	2686.0	1115.0	6495.0	1211957.0	1722662.06364
IXI268-Guys-0858	3186.0	2741.0	6319.0	3450.0	2317.0	11350.0	11963.0	12800.0	2288.0	12732.0	7911.0	5909.0	5457.0	11309.0	2029.0	4204.0	4042.0	2724.0	2808.0	1580.0	11585.0	4003.0	15719.0	9607.0	3241.0	15638.0	22856.0	12421.0	12931.0	11722.0	1062.0	2980.0	930.0	7625.0	1218125.0	1676099.96688
IXI269-Guys-0839	2939.0	2034.0	8482.0	2832.0	2016.0	11978.0	14194.0	12953.0	3552.0	14349.0	8833.0	6141.0	5704.0	14711.0	2166.0	3223.0	4816.0	2451.0	3388.0	1785.0	9842.0	3714.0	14035.0	10340.0	3528.0	21575.0	26059.0	14877.0	14880.0	16948.0	997.0	2765.0	1093.0	8773.0	1301550.0	1703017.19769
IXI270-Guys-0847	1855.0	1807.0	6053.0	2630.0	2034.0	8391.0	11328.0	11607.0	3354.0	11301.0	7156.0	5976.0	5474.0	12690.0	1909.0	3156.0	4084.0	2338.0	3534.0	1834.0	8021.0	2821.0	8811.0	9857.0	2785.0	13519.0	19154.0	13118.0	10107.0	11642.0	713.0	2078.0	1123.0	6536.0	1152582.0	1552965.61811
IXI274-HH-2294	1537.0	836.0	4174.0	1807.0	1587.0	6406.0	7884.0	7728.0	1369.0	7031.0	4236.0	4570.0	3364.0	6925.0	1998.0	1823.0	2364.0	1228.0	1513.0	1452.0	6300.0	1635.0	6965.0	4832.0	890.0	10733.0	12564.0	7735.0	8077.0	7003.0	697.0	2078.0	506.0	3869.0	1002226.0	1248495.14797
IXI275-HH-1803	3286.0	1370.0	7146.0	3270.0	1724.0	9889.0	13527.0	11035.0	2525.0	13504.0	9307.0	7291.0	6539.0	12357.0	2183.0	3746.0	5539.0	3592.0	4004.0	1988.0	9981.0	3305.0	13472.0	10857.0	2601.0	18782.0	28185.0	13149.0	16039.0	14222.0	1070.0	2394.0	1227.0	8035.0	1251902.0	1767774.08096
IXI276-HH-1840	1938.0	1924.0	5338.0	2960.0	1727.0	11067.0	12279.0	12464.0	2243.0	10701.0	8030.0	4621.0	5995.0	9673.0	2189.0	4092.0	7786.0	2660.0	4399.0	1715.0	8283.0	3510.0	12305.0	11093.0	2712.0	18227.0	25849.0	15966.0	12503.0	11523.0	1177.0	2591.0	1123.0	6949.0	1227104.0	1697639.19222
IXI277-HH-1770	2071.0	1083.0	4941.0	2079.0	2094.0	7523.0	8618.0	7985.0	1641.0	7442.0	7802.0	4889.0	4570.0	8769.0	1799.0	2565.0	3592.0	2359.0	2914.0	1374.0	6672.0	2109.0	10348.0	6708.0	2736.0	12526.0	19619.0	11600.0	9662.0	9070.0	767.0	2456.0	793.0	6869.0	972890.0	1360445.75952
IXI278-HH-1771	2961.0	1443.0	9357.0	2594.0	2355.0	10599.0	15822.0	12922.0	2387.0	11189.0	8412.0	5371.0	6061.0	13459.0	2375.0	3759.0	4425.0	2743.0	3838.0	1751.0	10346.0	3644.0	15812.0	11711.0	3285.0	18861.0	26608.0	15821.0	13237.0	14316.0	1202.0	3089.0	1144.0	8120.0	1321759.0	1842491.3246
IXI279-Guys-1044	2299.0	1029.0	5349.0	3001.0	2434.0	10935.0	11338.0	10221.0	3089.0	9566.0	6344.0	6518.0	4861.0	10740.0	2797.0	2906.0	4579.0	1887.0	3124.0	1776.0	8213.0	2785.0	12629.0	8681.0	2527.0	14365.0	21012.0	12980.0	12424.0	11890.0	926.0	2893.0	932.0	6242.0	1135749.0	1525302.52845
IXI280-HH-1860	1891.0	1986.0	4393.0	2734.0	1437.0	7826.0	8249.0	7422.0	2520.0	9746.0	6263.0	6563.0	3916.0	7866.0	1979.0	3069.0	3513.0	1908.0	3461.0	1948.0	6976.0	2546.0	11257.0	7252.0	2415.0	12455.0	19478.0	10263.0	11163.0	11802.0	827.0	2260.0	1065.0	6875.0	968736.0	1382813.48684
IXI282-HH-2025	2032.0	1514.0	5560.0	2861.0	1904.0	11339.0	11466.0	12081.0	2772.0	11478.0	7653.0	4153.0	5410.0	10446.0	1971.0	3183.0	3584.0	2464.0	3786.0	1310.0	9452.0	2721.0	12583.0	9951.0	3269.0	15053.0	21643.0	13639.0	12416.0	8662.0	739.0	2874.0	967.0	7413.0	1159016.0	1654780.18752
IXI284-HH-2354	2025.0	810.0	5353.0	1905.0	2112.0	7524.0	8607.0	8721.0	2137.0	8438.0	6438.0	3737.0	4153.0	9080.0	1713.0	2410.0	3958.0	1806.0	2927.0	1236.0	6975.0	2095.0	10376.0	7420.0	1699.0	11367.0	16535.0	11044.0	10805.0	9734.0	546.0	2263.0	815.0	6160.0	991563.0	1429135.03351
IXI285-Guys-0857	2478.0	1657.0	6913.0	2367.0	1847.0	10502.0	9601.0	11069.0	2996.0	10553.0	8903.0	6171.0	5765.0	13340.0	1912.0	3689.0	4612.0	2990.0	3987.0	1494.0	9590.0	4000.0	14367.0	10206.0	2804.0	17201.0	25588.0	12870.0	13550.0	10956.0	1022.0	2472.0	1320.0	8993.0	1193490.0	1668578.15222
IXI286-Guys-0859	2899.0	2167.0	6559.0	2092.0	2762.0	11760.0	14134.0	13408.0	2613.0	12461.0	7622.0	5206.0	4895.0	12239.0	2565.0	4084.0	3872.0	2209.0	3592.0	1251.0	8756.0	3924.0	14229.0	10016.0	2864.0	15285.0	26345.0	12390.0	12938.0	11097.0	767.0	2567.0	1014.0	8018.0	1272481.0	1715464.16093
IXI287-Guys-0863	1781.0	873.0	4800.0	2814.0	1795.0	5347.0	8627.0	8570.0	1973.0	10318.0	6193.0	5028.0	4323.0	10365.0	1413.0	3037.0	3939.0	1789.0	3921.0	1357.0	7408.0	2408.0	9825.0	7516.0	2167.0	12002.0	19341.0	11055.0	9991.0	10641.0	827.0	2067.0	1055.0	6074.0	985041.0	1448268.44132
IXI288-Guys-0879	1719.0	905.0	6101.0	1938.0	2015.0	7907.0	10329.0	10172.0	2050.0	9416.0	6971.0	4659.0	4152.0	9429.0	1588.0	2443.0	4793.0	1876.0	2917.0	1113.0	7247.0	2610.0	10693.0	7119.0	2657.0	15572.0	20436.0	10313.0	10453.0	9475.0	858.0	1864.0	1229.0	7246.0	1062479.0	1534602.92829
IXI289-Guys-0864	2422.0	1058.0	4861.0	2343.0	1841.0	8430.0	11498.0	10466.0	2312.0	9661.0	7143.0	6360.0	4497.0	12398.0	1972.0	2989.0	3780.0	2230.0	3970.0	1544.0	9237.0	2760.0	13523.0	8711.0	2073.0	13684.0	22183.0	12414.0	11686.0	9750.0	759.0	2415.0	1062.0	6743.0	1108385.0	1528933.68196
IXI290-IOP-0874	1836.0	905.0	5148.0	1938.0	1870.0	8291.0	9343.0	10431.0	1498.0	10397.0	6384.0	4287.0	4772.0	8644.0	1566.0	3033.0	3925.0	2243.0	3067.0	1267.0	6600.0	2279.0	10903.0	6686.0	2171.0	11699.0	16911.0	10074.0	10523.0	8972.0	760.0	1976.0	893.0	6047.0	953544.0	1307930.53922
IXI291-IOP-0882	2423.0	761.0	5289.0	2788.0	1966.0	9178.0	12060.0	9439.0	2007.0	10649.0	7084.0	6748.0	4603.0	10320.0	2188.0	2830.0	5147.0	2402.0	3456.0	1921.0	8765.0	1978.0	12837.0	8927.0	2128.0	13941.0	22566.0	12756.0	10243.0	9118.0	989.0	2143.0	1149.0	6867.0	1090839.0	1478056.84833
IXI292-IOP-0877	1953.0	1122.0	4954.0	2070.0	1484.0	7501.0	10159.0	7374.0	1572.0	9559.0	6520.0	4074.0	5365.0	8016.0	1560.0	3120.0	4257.0	1627.0	3383.0	1349.0	8142.0	1933.0	10359.0	8181.0	1839.0	13128.0	20533.0	11970.0	12127.0	10056.0	1294.0	1619.0	946.0	6344.0	998117.0	1335790.35533
IXI293-IOP-0876	2482.0	1447.0	7555.0	2195.0	1392.0	9140.0	13307.0	13070.0	3030.0	12069.0	8072.0	5086.0	5355.0	10685.0	1952.0	3258.0	5746.0	2973.0	3614.0	1182.0	11575.0	3126.0	14538.0	8973.0	2975.0	15885.0	25904.0	11905.0	11508.0	12817.0	983.0	2070.0	1151.0	8335.0	1173598.0	1545381.91338
IXI294-IOP-0868	2020.0	1252.0	6173.0	3147.0	1341.0	8676.0	8483.0	8736.0	2681.0	10517.0	7266.0	5777.0	5012.0	8438.0	1634.0	2492.0	4151.0	2493.0	4122.0	1891.0	8220.0	2309.0	10836.0	7878.0	2357.0	13998.0	19224.0	10562.0	9902.0	10225.0	1127.0	1892.0	927.0	6434.0	948540.0	1349457.69301
IXI295-HH-1814	1607.0	1061.0	3955.0	1878.0	1571.0	6896.0	8641.0	7573.0	1769.0	9424.0	5023.0	3697.0	3544.0	8258.0	1444.0	2414.0	3512.0	1530.0	2297.0	956.0	7852.0	1651.0	8373.0	7150.0	1296.0	9705.0	15172.0	9308.0	8884.0	7763.0	634.0	1997.0	668.0	5087.0	902734.0	1248953.91822
IXI296-HH-1970	1883.0	1387.0	6124.0	2476.0	1981.0	7097.0	7674.0	7796.0	1881.0	9694.0	6915.0	5456.0	4749.0	8255.0	2013.0	3192.0	3463.0	1769.0	2856.0	1669.0	7993.0	2486.0	12573.0	7624.0	2480.0	11818.0	19623.0	11547.0	9872.0	8680.0	974.0	2451.0	1204.0	6222.0	936714.0	1384530.4044
IXI297-Guys-0886	2059.0	1379.0	4390.0	3066.0	2381.0	9069.0	10140.0	8860.0	3100.0	11867.0	7700.0	5415.0	4662.0	10529.0	1732.0	2756.0	5021.0	2679.0	3995.0	2303.0	8142.0	2734.0	10902.0	9420.0	2321.0	13414.0	20076.0	12549.0	12132.0	10268.0	979.0	2295.0	1475.0	7974.0	1158380.0	1543190.87795
IXI298-Guys-0861	2372.0	874.0	4752.0	2692.0	2066.0	10802.0	11779.0	10179.0	2281.0	11972.0	7280.0	5855.0	4913.0	9867.0	1990.0	3276.0	4006.0	2394.0	3343.0	2031.0	8367.0	2475.0	10864.0	9111.0	2478.0	13061.0	20709.0	12840.0	11452.0	9837.0	947.0	2447.0	796.0	6055.0	1061237.0	1517974.25581
IXI299-Guys-0893	2081.0	1109.0	5187.0	2363.0	2170.0	9001.0	11040.0	9850.0	2053.0	10336.0	6894.0	6277.0	5081.0	10152.0	2164.0	3215.0	4902.0	2142.0	3368.0	1191.0	6693.0	2332.0	10004.0	8721.0	1607.0	12539.0	19013.0	12588.0	12167.0	11468.0	882.0	2806.0	1136.0	5702.0	1055926.0	1552593.81095
IXI300-Guys-0880	2739.0	1859.0	6951.0	2893.0	2178.0	10199.0	14336.0	13782.0	2714.0	12072.0	9095.0	6090.0	5525.0	12023.0	2048.0	3412.0	4879.0	2945.0	3675.0	1783.0	10614.0	3166.0	15355.0	12737.0	3732.0	17843.0	22390.0	16197.0	11008.0	11368.0	946.0	1981.0	1223.0	7830.0	1338456.0	1819642.43796
